date,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
2001-03-05,353.62,535.66,297.76,282.42,379.9,396.87,199.23,654.01,291.3,121.55,286.94,248.72,279.77,759.86,313.22,579.62,82.41,457.33,358.52,331.57,307.89,696.73,666.89,283.07,297.28,342.46,462.53,259.04,657.34,168.91
2001-03-06,351.85,528.05,294.96,287.67,383.89,393.61,204.53,645.12,290.13,121.08,284.73,252.67,287.18,773.92,315.45,583.51,81.6,456.51,359.74,330.8,312.23,715.96,699.16,281.8,299.98,341.26,469.33,259.43,659.77,170.14
2001-03-07,351.99,536.77,302.3,290.63,377.28,394.2,207.92,630.8,292.48,122.76,286.56,253.99,292.78,761.77,319.58,594.65,82.25,448.8,366.32,334.11,309.73,726.13,697.76,285.35,301.69,345.59,481.81,259.24,670.73,172.49
2001-03-08,357.76,548.63,307.35,290.63,375.47,403.43,208.82,633.0,293.77,122.37,290.02,249.65,294.77,767.1,328.3,597.15,85.2,450.41,371.85,336.32,311.06,705.0,682.2,290.03,304.01,348.84,488.41,264.92,671.4,172.64
2001-03-09,356.72,551.37,312.39,289.41,372.06,394.43,207.02,633.07,292.04,121.68,286.2,240.68,282.1,764.88,327.81,591.96,83.65,449.69,370.81,334.7,306.8,671.44,628.58,287.54,298.72,342.67,483.09,263.38,656.63,166.1
2001-03-12,352.69,538.3,299.43,271.12,359.82,386.74,202.22,608.63,284.18,119.54,279.61,226.8,272.98,752.03,322.37,558.04,82.83,446.27,361.87,329.52,296.71,630.08,589.8,278.36,290.72,326.01,464.93,256.46,628.59,152.61
2001-03-13,350.65,526.89,301.88,272.86,357.94,382.52,198.15,609.0,279.01,115.6,279.17,232.03,268.07,749.02,320.05,562.78,81.49,431.59,356.63,326.06,300.3,655.22,628.37,272.74,284.24,327.28,463.81,254.0,641.73,159.98
2001-03-14,346.26,518.36,293.46,269.2,355.37,374.68,191.87,597.18,271.76,113.55,273.33,225.14,263.62,725.8,309.74,541.34,79.82,429.43,352.49,319.5,289.97,640.87,616.18,267.83,276.73,323.36,454.07,250.77,616.31,155.63
2001-03-15,347.3,519.86,288.59,279.13,362.37,370.94,194.94,598.91,267.92,114.35,274.21,224.96,263.23,729.36,308.84,534.46,78.56,416.85,349.35,323.91,296.43,629.53,607.43,267.16,279.08,326.17,457.66,250.42,630.92,156.16
2001-03-16,343.38,529.01,293.21,271.65,355.34,366.89,194.04,581.01,262.86,110.96,268.42,219.18,254.43,683.84,305.32,514.79,76.75,404.26,344.67,321.32,292.4,611.27,586.23,264.04,272.55,314.66,450.2,247.29,620.82,154.24
2001-03-19,344.0,524.67,287.52,274.7,353.31,370.75,198.26,590.94,271.01,111.99,271.29,228.28,259.5,709.22,316.53,529.57,78.31,413.76,348.53,322.28,298.51,628.08,613.96,266.31,277.32,317.27,456.14,248.38,628.4,155.78
2001-03-20,338.56,516.64,274.24,269.09,350.06,369.86,197.3,579.65,268.57,110.97,274.68,225.17,253.19,689.78,307.7,519.35,78.61,425.43,350.31,321.06,287.02,606.6,576.76,267.59,276.16,316.13,455.14,245.64,614.01,152.93
2001-03-21,336.02,501.61,270.78,256.01,341.8,357.43,199.28,558.96,263.76,108.23,272.93,219.72,251.09,663.16,300.62,504.49,78.37,440.32,344.39,317.66,280.62,595.02,585.69,260.49,278.45,304.87,453.09,242.75,597.68,149.05
2001-03-22,335.18,500.71,262.9,246.93,341.77,354.0,195.67,556.05,254.03,107.84,269.57,216.03,254.28,666.01,295.75,487.95,76.75,441.46,335.06,306.76,278.29,612.63,621.01,256.85,274.33,297.89,441.81,238.18,585.42,143.73
2001-03-23,339.04,504.16,266.42,254.93,346.41,349.18,199.84,567.56,260.76,110.44,273.96,216.16,259.13,668.74,296.17,496.88,76.77,446.76,334.99,307.28,281.99,634.44,627.16,257.82,275.65,307.99,445.65,238.18,606.44,151.32
2001-03-26,339.04,499.42,277.0,260.13,352.86,352.81,200.74,579.37,266.08,111.61,276.18,218.17,259.08,684.32,305.55,516.55,77.46,459.67,338.44,318.34,288.39,636.09,611.79,261.69,282.92,315.29,454.92,239.61,615.23,153.02
2001-03-27,341.61,514.26,288.25,271.96,355.43,359.8,202.36,590.61,270.26,112.65,278.23,224.98,262.61,680.83,302.35,525.7,77.92,473.37,342.94,323.53,301.95,659.5,621.58,264.65,290.08,315.35,465.25,242.15,632.09,158.61
2001-03-28,339.84,513.64,283.38,263.37,350.0,358.32,199.47,595.87,268.58,109.09,275.33,213.37,253.6,655.64,297.39,518.81,77.07,518.53,335.57,323.47,290.11,623.75,569.0,264.59,286.6,311.47,460.27,241.42,624.38,157.15
2001-03-29,339.16,499.51,285.9,260.68,351.71,355.46,200.39,598.85,267.27,109.63,277.7,209.36,247.39,649.67,300.72,525.14,76.58,527.19,331.41,326.41,294.2,617.58,550.79,259.22,284.82,310.01,462.66,247.97,622.07,157.23
2001-03-30,341.57,506.56,289.96,264.41,355.68,361.32,200.81,605.07,267.96,111.89,278.09,214.22,247.71,663.77,298.58,524.25,77.62,510.85,341.61,332.35,294.67,624.74,553.32,262.1,289.75,318.47,465.81,249.85,635.01,158.58
2001-04-02,339.76,513.8,282.16,256.45,353.59,358.0,200.39,586.01,267.13,108.48,276.17,209.35,241.09,655.74,300.61,521.99,75.65,498.94,332.77,334.38,289.99,616.24,527.04,257.75,286.82,314.17,463.67,249.98,634.5,158.14
2001-04-03,334.15,500.65,272.25,248.19,348.32,350.98,191.43,572.36,261.33,107.18,270.12,201.46,233.96,632.59,291.08,508.73,76.03,476.19,325.01,333.28,278.07,573.97,492.2,252.78,280.14,305.09,452.58,242.1,616.54,150.88
2001-04-04,339.53,501.95,278.68,245.76,351.7,351.75,194.84,578.71,266.67,108.07,272.34,206.05,234.19,635.12,298.07,511.02,78.87,485.72,331.15,332.61,278.26,572.76,477.39,254.37,282.33,304.73,454.53,243.34,603.47,149.93
2001-04-05,339.26,499.04,282.91,259.99,361.51,360.09,197.99,596.36,276.64,111.23,275.63,217.57,248.83,669.42,301.02,533.61,79.47,508.25,341.65,334.01,290.4,623.68,533.43,261.03,286.48,313.96,464.76,245.99,626.77,157.93
2001-04-06,331.22,494.4,286.05,264.98,354.6,355.19,196.25,593.98,272.35,109.68,271.69,209.78,242.43,647.73,295.18,524.7,78.43,503.07,343.29,323.92,284.15,613.08,498.07,257.01,280.52,308.78,461.6,244.73,611.91,154.79
2001-04-09,331.08,484.16,287.71,266.71,358.68,351.82,199.96,603.48,277.61,111.6,273.84,215.53,245.1,660.68,303.56,530.42,79.7,522.54,349.2,330.59,287.42,620.62,497.62,261.84,282.4,315.33,455.87,247.92,615.34,157.93
2001-04-10,331.95,482.47,290.91,275.61,362.2,349.57,201.76,604.27,283.13,111.33,275.73,228.72,256.11,682.42,307.66,550.1,79.95,571.45,355.55,339.85,295.84,650.66,538.32,268.02,291.07,323.59,462.48,251.36,628.38,164.14
2001-04-11,328.39,477.4,279.62,275.61,356.26,349.78,197.88,591.15,278.12,106.86,273.02,227.42,256.16,683.17,300.06,542.5,78.46,569.33,347.69,337.71,292.94,651.96,567.23,263.68,288.48,319.06,457.03,248.92,631.28,162.47
2001-04-12,330.27,486.09,280.46,276.08,361.32,352.75,196.4,604.04,280.48,109.74,275.54,233.31,264.92,700.87,305.76,558.78,79.25,565.41,349.92,337.34,295.11,665.19,589.98,265.74,288.85,320.3,455.06,249.32,636.89,167.03
2001-04-16,331.55,495.42,284.47,277.05,359.62,354.76,193.49,606.58,280.01,107.39,275.78,229.69,261.71,696.73,307.38,554.7,80.19,570.27,359.58,340.71,296.03,658.01,565.85,268.0,287.29,324.66,450.83,250.1,633.01,167.07
2001-04-17,333.01,497.75,291.81,279.1,362.71,349.58,197.25,623.99,282.47,108.95,275.2,230.27,261.4,696.38,308.31,561.19,79.79,599.86,361.45,347.63,299.02,671.24,565.85,265.99,289.02,327.25,454.39,252.12,638.83,169.91
2001-04-18,331.18,501.19,286.32,299.89,372.43,353.01,205.1,622.24,286.77,110.08,273.31,240.95,277.58,725.35,326.37,577.97,81.12,586.07,359.46,344.08,304.49,717.75,633.75,273.83,297.6,332.88,481.79,259.13,662.98,177.42
2001-04-19,332.44,508.6,284.06,304.45,371.5,358.59,205.36,614.52,282.46,110.63,274.75,243.63,285.96,730.36,324.9,578.38,81.01,579.5,354.43,338.03,306.13,756.87,679.95,274.74,302.84,331.92,482.9,260.14,666.69,178.89
2001-04-20,325.92,505.09,288.04,306.22,372.21,355.29,201.69,607.03,277.52,109.37,272.01,246.18,283.62,722.32,322.89,578.2,79.9,572.55,357.97,337.28,300.74,753.01,678.11,270.23,299.6,328.96,478.89,257.88,656.49,176.92
2001-04-23,327.68,507.57,292.73,301.71,372.88,353.79,202.6,604.78,275.02,109.81,270.1,237.62,277.89,703.25,320.53,569.47,79.07,560.58,368.24,342.61,294.73,723.94,633.43,272.66,292.23,332.22,477.98,258.06,648.22,174.21
2001-04-24,329.52,505.18,293.03,295.95,371.83,348.38,198.97,595.47,275.68,110.06,271.45,237.81,276.72,699.81,319.06,570.38,80.54,591.36,367.4,345.21,293.49,719.02,611.32,266.69,290.82,332.12,467.18,257.65,644.33,170.78
2001-04-25,334.76,514.38,309.2,302.08,374.06,354.13,203.43,609.94,276.7,112.74,277.37,238.21,282.01,712.12,316.19,575.12,80.55,596.68,373.79,346.32,301.12,737.07,617.86,269.57,291.0,337.3,473.3,259.78,650.65,176.35
2001-04-26,337.44,501.36,310.56,305.1,375.75,357.32,206.05,615.24,285.34,115.46,281.81,241.69,284.09,722.17,317.36,586.27,82.62,592.74,378.05,351.55,303.77,734.19,602.29,272.65,298.54,338.85,481.2,260.15,654.88,180.95
2001-04-27,337.06,504.22,312.08,299.12,378.53,366.07,212.4,625.58,287.16,117.27,284.57,240.84,289.57,733.29,320.02,593.95,84.07,571.52,378.32,350.49,305.99,739.04,625.18,274.99,303.19,340.85,495.11,261.89,667.78,183.2
2001-04-30,335.78,495.75,306.37,301.87,373.61,367.21,215.24,630.83,284.29,117.78,282.78,242.82,290.56,735.85,320.6,590.57,83.5,553.98,376.92,350.74,303.45,742.29,642.06,276.83,300.68,344.43,488.92,266.74,661.17,178.76
2001-05-01,339.51,507.1,317.68,311.68,377.12,379.54,217.91,632.54,284.75,118.76,285.78,245.12,290.04,737.4,317.07,598.36,84.43,570.15,375.56,350.77,310.49,760.55,660.36,275.5,299.32,345.64,501.58,269.67,667.05,180.03
2001-05-02,338.22,505.99,311.16,312.8,378.1,382.35,221.36,630.26,285.37,118.5,285.92,251.08,287.75,733.93,324.11,601.42,84.32,551.57,360.16,342.78,310.71,766.56,686.7,274.02,302.17,342.32,499.12,268.89,669.18,180.9
2001-05-03,335.95,501.59,314.56,306.36,377.95,380.63,218.77,622.76,282.75,117.24,282.37,243.2,282.31,722.56,319.48,598.47,83.01,542.36,358.69,340.0,305.36,748.78,653.67,272.7,300.54,335.99,495.58,262.92,666.51,178.63
2001-05-04,340.39,503.74,322.77,307.03,380.44,383.22,218.74,633.47,287.38,117.94,283.84,247.16,282.73,737.95,322.77,605.53,83.54,554.61,365.57,344.9,307.44,766.67,666.81,276.6,302.85,340.35,498.41,264.21,674.31,182.89
2001-05-07,342.02,504.05,316.6,307.28,382.15,384.75,218.02,636.39,283.16,117.87,286.42,245.73,282.08,738.39,321.38,605.05,84.75,559.83,367.07,342.62,309.62,761.61,660.28,274.58,301.67,337.94,491.88,263.26,670.73,182.96
2001-05-08,344.11,501.58,310.81,302.98,380.43,385.33,218.13,635.05,283.95,118.11,285.59,243.86,286.34,738.69,318.71,600.87,85.69,559.32,368.5,340.6,304.7,767.78,670.45,273.18,302.36,337.33,491.38,261.57,667.04,181.44
2001-05-09,342.84,496.16,313.08,303.52,381.57,389.53,215.91,637.33,283.44,116.24,285.19,245.64,284.85,737.06,317.18,601.77,89.59,561.5,374.4,344.38,300.71,760.33,650.53,274.38,303.96,342.86,486.81,264.81,665.31,181.19
2001-05-10,344.72,494.62,318.4,310.08,386.69,390.58,217.12,630.07,285.31,116.64,290.3,247.11,287.39,739.35,320.51,609.35,90.56,564.26,371.52,345.45,300.86,753.95,640.52,276.88,308.58,341.66,499.96,263.68,665.77,182.36
2001-05-11,343.27,493.43,314.9,312.53,385.8,389.41,215.33,627.86,281.72,115.52,289.81,241.16,284.66,731.06,316.6,609.54,89.67,567.92,369.03,346.79,299.05,741.21,634.37,275.27,306.21,342.65,500.76,267.13,659.72,180.03
2001-05-14,342.83,501.67,309.92,310.34,386.99,391.16,216.63,629.25,283.94,115.61,290.59,242.03,285.2,730.26,317.3,612.71,90.39,590.98,376.19,350.4,300.28,739.06,621.17,275.66,306.02,342.58,500.96,267.48,664.73,182.19
2001-05-15,339.57,502.48,310.2,307.11,387.15,389.75,217.75,628.99,284.17,118.34,290.91,242.7,287.76,736.18,318.79,615.28,90.08,596.36,380.1,347.95,300.64,740.09,620.61,276.79,306.82,339.95,495.25,267.8,668.85,183.36
2001-05-16,345.21,525.59,318.73,319.03,393.38,401.68,224.11,650.57,296.62,118.41,296.61,253.24,299.22,757.52,326.66,628.39,95.01,597.37,381.69,350.52,307.73,764.74,649.97,289.69,312.37,343.28,499.51,270.74,684.64,190.12
2001-05-17,342.38,524.49,316.37,329.46,395.66,399.39,225.64,660.46,300.86,119.74,298.69,254.86,304.21,775.48,324.8,641.08,95.94,600.78,382.88,350.17,305.36,767.56,661.93,289.31,316.06,342.11,504.95,274.94,681.55,190.54
2001-05-18,342.65,523.33,318.87,328.27,393.49,398.03,225.75,656.49,298.93,119.57,297.55,255.8,306.65,780.67,323.02,646.46,98.45,610.33,390.11,352.66,307.78,771.56,661.6,288.01,318.75,346.35,505.51,280.52,680.12,193.36
2001-05-21,344.74,525.74,306.4,337.6,395.06,394.73,231.23,662.34,301.11,121.64,296.48,262.81,313.33,808.47,321.59,647.95,99.93,616.25,388.32,355.34,309.53,799.8,703.81,288.73,320.53,346.91,517.08,282.63,688.69,194.89
2001-05-22,341.81,520.06,301.35,334.19,399.76,388.3,234.22,655.85,298.74,121.09,295.35,259.29,312.52,805.56,320.63,642.77,97.48,607.68,384.86,354.7,307.92,802.11,703.81,284.98,318.58,346.35,516.93,286.53,695.58,192.8
2001-05-23,343.49,527.76,303.37,330.18,393.77,388.18,230.56,644.17,292.58,119.56,290.6,253.61,304.14,790.17,313.77,628.43,95.71,580.7,377.47,356.15,301.64,785.83,677.91,284.29,315.2,344.27,506.95,283.17,690.36,188.66
2001-05-24,345.51,529.18,307.04,336.65,390.73,389.23,231.72,646.3,287.7,121.11,291.47,249.53,306.0,796.49,316.0,622.15,93.94,534.65,376.64,355.51,303.27,800.84,680.55,281.51,313.25,345.38,510.8,286.29,693.19,188.56
2001-05-25,344.06,521.56,307.62,333.96,390.62,386.27,231.14,642.42,287.12,121.82,290.74,250.38,301.74,787.09,311.45,610.83,94.85,532.46,377.06,350.21,300.99,789.87,667.96,280.55,311.96,342.96,504.42,285.83,686.82,183.7
2001-05-29,345.58,524.69,313.99,327.81,391.91,391.6,229.84,649.17,288.35,122.36,290.86,248.92,299.36,777.02,313.53,608.93,94.46,513.03,376.27,347.03,299.64,767.04,632.82,283.24,311.9,342.13,499.93,287.0,686.13,182.85
2001-05-30,345.89,522.07,311.57,322.89,386.81,387.88,223.52,646.11,284.92,120.16,288.15,240.51,291.79,751.14,307.98,604.06,92.05,478.29,376.27,347.37,294.1,746.03,592.01,279.39,309.78,340.94,496.28,284.79,681.46,180.88
2001-05-31,344.99,518.83,313.19,332.61,386.39,387.34,223.88,648.31,287.69,120.7,289.42,243.3,296.83,765.19,310.11,604.36,92.22,478.25,377.47,351.61,298.27,752.66,600.89,281.57,315.45,343.29,497.17,278.27,685.42,181.04
2001-06-01,346.26,521.32,312.35,330.32,385.07,386.6,226.21,656.67,288.41,122.02,290.58,246.34,298.08,770.24,315.44,612.1,93.04,475.81,377.58,348.69,297.89,765.23,610.92,282.81,311.6,345.11,497.47,275.9,684.66,181.11
2001-06-04,346.71,517.31,311.94,333.32,386.23,388.07,225.17,665.28,291.84,122.06,292.58,246.59,297.81,768.85,313.3,619.2,93.82,471.05,385.13,349.53,297.59,768.45,610.62,284.53,311.57,348.94,495.68,273.45,690.07,182.29
2001-06-05,349.21,517.98,310.16,333.39,391.09,392.88,227.58,674.32,292.48,123.12,294.13,255.88,302.37,782.08,314.64,624.96,94.59,478.21,386.75,344.04,301.46,791.04,643.41,286.84,313.87,348.9,501.68,273.83,695.73,181.36
2001-06-06,345.79,509.85,305.04,332.39,388.36,393.94,225.23,667.92,290.96,121.29,289.87,251.28,299.59,774.02,312.16,616.52,92.36,461.04,375.92,338.88,298.47,790.09,635.04,285.75,311.24,345.42,499.12,272.08,689.61,180.06
2001-06-07,345.99,507.25,295.74,334.65,390.57,395.16,225.57,670.79,293.17,120.96,289.69,249.85,302.31,775.11,313.09,616.09,92.05,443.8,372.35,337.43,297.37,797.12,661.08,287.12,312.7,344.76,503.76,273.49,688.23,180.43
2001-06-08,344.96,505.17,294.41,331.81,387.33,393.35,222.48,665.89,291.73,120.89,290.53,246.02,299.86,755.11,311.62,602.35,94.22,447.7,373.77,339.32,296.65,787.08,638.14,284.82,309.1,346.1,502.75,271.69,683.41,178.21
2001-06-11,342.99,501.48,296.15,330.64,388.06,391.93,218.79,656.1,289.63,120.34,288.65,241.32,295.58,741.74,314.05,595.54,92.57,442.78,374.66,343.56,296.24,777.4,620.72,282.52,303.82,342.05,495.97,273.97,679.31,176.13
2001-06-12,344.43,502.94,299.52,329.85,383.06,394.95,217.52,654.27,288.5,120.33,288.91,236.4,298.18,740.48,312.55,594.59,94.05,438.97,377.29,344.48,294.25,778.25,618.67,282.91,300.35,341.85,499.59,273.97,678.63,180.44
2001-06-13,344.02,502.23,295.09,329.29,381.26,391.75,216.32,653.42,288.82,121.21,288.85,233.64,297.19,737.3,312.42,589.12,94.76,453.28,374.65,337.73,291.96,764.09,596.65,283.11,298.64,339.93,496.89,274.99,675.1,177.43
2001-06-14,341.4,496.96,290.19,319.94,378.13,389.01,212.54,652.11,283.33,118.64,284.11,225.55,290.95,717.46,310.33,559.96,94.3,431.07,369.33,328.99,286.29,739.1,567.05,277.9,292.04,333.78,490.83,273.23,664.23,179.91
2001-06-15,340.31,489.4,286.24,317.64,374.84,383.17,211.96,652.31,283.22,118.98,279.91,220.27,290.46,713.52,308.12,562.98,93.22,431.16,369.95,333.62,282.86,736.52,558.26,276.84,289.53,332.88,483.56,268.5,664.3,180.04
2001-06-18,339.39,485.0,277.08,310.14,372.89,382.75,212.39,654.39,283.99,118.32,279.09,215.38,287.58,697.68,315.0,573.91,92.33,428.14,366.66,333.22,275.79,726.57,544.25,277.07,289.41,328.49,488.88,267.53,666.36,180.36
2001-06-19,339.39,484.42,275.84,308.96,377.7,383.51,213.98,658.19,286.37,118.11,278.37,213.53,284.36,695.24,313.7,554.97,91.83,410.67,365.6,336.46,276.53,736.96,536.03,272.91,286.26,329.11,492.06,267.21,671.82,179.84
2001-06-20,343.87,486.99,287.42,319.56,382.42,387.23,215.99,667.8,290.15,119.79,282.21,214.3,283.14,689.33,314.74,547.59,91.73,397.9,361.8,335.85,278.61,755.68,536.73,274.44,286.12,331.12,496.64,268.33,679.15,185.65
2001-06-21,348.31,486.21,294.09,318.98,383.57,389.83,221.82,669.4,289.89,123.05,284.78,221.39,285.4,699.32,326.29,534.33,90.56,385.13,357.49,326.51,281.53,761.88,545.32,271.56,291.38,329.5,504.88,271.96,697.41,186.78
2001-06-22,345.9,481.34,293.06,316.72,379.93,388.62,216.52,647.11,280.99,122.14,283.24,218.74,282.92,696.66,319.11,527.39,89.9,387.75,359.96,328.93,279.22,747.86,545.64,270.74,288.23,327.55,498.17,267.39,693.79,188.02
2001-06-25,343.28,487.79,297.19,316.08,378.45,385.59,215.55,639.86,278.6,120.19,282.33,215.02,281.42,688.3,317.74,523.64,90.2,390.77,358.81,325.64,277.38,750.03,559.34,267.9,284.6,324.54,487.85,265.38,686.78,183.15
2001-06-26,342.9,490.62,289.76,308.31,380.07,390.76,213.48,638.58,279.94,121.29,285.19,213.19,284.88,694.64,317.93,527.26,91.29,388.15,360.2,328.38,278.66,757.75,561.47,268.44,284.35,325.9,484.15,264.16,683.48,179.1
2001-06-27,343.86,489.49,290.78,312.84,380.83,389.27,213.99,632.77,279.35,121.8,285.9,215.83,281.46,693.11,316.21,532.16,89.76,387.8,350.69,330.58,278.52,763.13,562.81,268.44,289.63,329.42,477.8,265.09,683.42,177.5
2001-06-28,347.13,501.24,297.64,313.59,383.54,393.05,217.11,640.62,279.55,122.77,287.76,223.19,282.31,695.19,322.41,536.36,88.59,396.18,344.0,329.49,283.47,777.63,580.37,269.51,296.5,332.81,486.93,269.41,690.93,180.03
2001-06-29,342.82,493.42,311.57,316.45,388.02,390.3,219.72,628.83,279.55,125.92,290.09,225.58,283.16,705.2,324.31,521.83,88.76,398.99,348.33,330.34,289.23,782.69,592.04,269.05,304.77,336.34,484.11,267.68,690.24,179.65
2001-07-02,348.48,504.72,301.29,314.96,390.31,393.57,216.53,634.24,281.17,123.29,292.93,227.16,284.23,707.6,328.79,516.77,87.73,397.76,346.76,331.2,291.83,777.52,597.9,273.73,301.85,334.56,488.85,269.5,695.49,183.78
2001-07-03,349.59,504.77,295.59,315.05,392.38,394.36,218.05,633.54,278.3,123.51,293.28,226.71,285.34,711.28,328.07,522.76,87.9,399.58,346.24,331.5,290.99,771.46,599.99,272.97,302.36,335.5,487.63,268.42,694.51,181.7
2001-07-05,348.23,497.1,289.3,313.98,391.44,392.19,213.43,625.43,278.41,123.18,293.11,223.74,282.49,715.12,325.93,523.75,86.91,396.83,348.15,336.17,288.19,752.94,578.81,273.38,302.51,334.83,480.85,267.24,690.49,178.8
2001-07-06,346.87,492.63,282.9,300.79,383.96,389.68,206.85,619.05,273.85,121.72,289.38,218.93,272.18,698.1,318.67,515.95,85.93,392.98,347.73,337.95,282.92,728.4,540.73,269.44,296.55,330.31,469.12,261.92,678.75,174.25
2001-07-09,347.53,497.9,279.88,299.26,385.42,393.35,206.56,630.01,275.73,121.89,290.69,220.5,271.77,698.59,321.76,509.97,85.75,372.07,343.24,339.04,285.46,731.82,549.76,270.68,298.27,331.79,471.13,263.08,680.85,174.41
2001-07-10,346.9,492.57,285.81,296.27,381.3,393.31,209.79,622.83,273.91,120.88,288.88,215.17,266.09,696.63,323.69,511.14,87.01,360.17,340.77,340.6,287.38,713.53,527.33,267.27,298.06,331.43,463.55,263.73,669.01,171.18
2001-07-11,348.74,503.6,287.27,294.02,379.51,394.29,214.23,616.41,272.44,120.74,288.42,212.76,266.54,656.09,331.78,509.76,87.95,347.02,336.17,336.07,289.04,712.88,530.28,268.66,304.05,331.86,469.76,261.84,666.66,167.25
2001-07-12,350.38,502.24,282.5,299.46,386.19,397.88,220.96,607.78,274.91,124.43,294.39,220.8,275.52,677.6,335.76,524.59,88.19,356.87,335.53,333.65,291.93,750.67,571.64,272.63,309.77,336.67,489.07,267.15,680.46,174.45
2001-07-13,350.38,508.47,277.78,301.01,390.13,398.32,222.42,615.56,273.43,126.9,294.98,223.4,275.69,687.09,337.94,529.42,87.7,354.77,338.15,332.85,290.77,750.22,576.39,271.54,312.43,335.42,495.43,271.88,685.57,175.68
2001-07-16,351.05,515.13,271.14,299.54,389.35,401.42,224.66,609.34,270.37,126.73,294.1,216.55,262.7,682.63,338.25,529.84,85.93,339.48,332.37,333.04,291.58,738.29,553.62,269.72,312.15,337.64,497.51,274.11,679.47,171.6
2001-07-17,352.31,517.35,276.89,303.7,390.59,405.96,226.91,619.03,271.18,133.03,297.1,216.63,270.22,679.49,343.76,534.4,86.11,334.05,330.81,331.78,294.26,749.51,563.53,274.5,314.43,340.47,500.04,276.44,689.05,171.51
2001-07-18,354.74,513.62,280.99,302.46,386.92,403.93,227.25,635.19,274.3,132.63,300.93,219.58,268.86,674.66,338.67,537.87,87.98,338.36,327.27,329.16,290.58,721.4,541.21,276.69,312.26,338.02,503.79,274.92,689.46,171.29
2001-07-19,354.14,516.96,282.93,300.25,390.71,402.6,228.98,635.25,277.7,134.94,301.77,219.62,273.41,671.15,339.25,539.0,88.23,338.53,332.76,328.63,291.89,723.49,561.07,278.1,313.26,338.5,508.23,275.25,683.81,172.3
2001-07-20,354.46,510.4,284.23,299.47,391.84,402.19,229.28,639.19,275.39,135.53,299.33,217.87,273.35,668.07,342.06,540.94,88.25,295.26,338.99,321.6,289.24,718.14,555.74,277.44,310.5,337.95,509.6,275.06,679.84,172.51
2001-07-23,349.25,496.05,282.69,297.97,389.18,399.26,226.96,629.48,269.91,135.59,294.93,215.29,270.76,667.06,335.67,534.34,86.48,306.22,335.77,312.66,282.87,702.7,543.46,275.5,308.27,333.66,500.83,275.69,675.49,168.01
2001-07-24,347.26,493.33,280.29,290.73,385.21,397.82,223.24,618.02,262.79,134.56,285.19,207.74,265.23,649.45,329.96,526.17,86.0,304.56,325.36,300.93,276.17,693.28,535.64,268.72,299.7,324.92,494.47,276.63,669.0,163.29
2001-07-25,351.88,500.38,276.62,294.39,386.75,405.26,224.42,624.08,268.31,133.26,286.65,213.91,268.97,655.62,334.09,532.48,85.46,312.97,337.56,310.05,283.54,705.97,541.9,276.86,301.02,330.22,503.72,280.55,671.95,162.98
2001-07-26,351.45,500.38,273.66,296.31,387.02,408.18,225.95,627.95,269.51,138.79,288.4,220.71,273.12,656.61,335.22,537.75,83.41,337.51,342.96,318.02,290.29,713.1,561.09,278.52,307.76,334.81,505.58,278.7,676.92,163.11
2001-07-27,349.31,497.38,268.3,296.31,387.53,405.85,218.9,630.08,266.39,140.63,287.33,219.96,275.46,663.7,333.68,539.58,84.72,328.76,345.36,317.48,291.71,711.46,564.85,277.21,306.13,333.67,504.62,274.13,680.78,166.4
2001-07-30,350.01,492.55,271.94,295.06,385.82,407.8,218.33,632.16,265.93,139.84,287.59,220.75,276.84,668.74,333.95,535.7,82.95,329.03,344.26,319.73,289.7,709.47,562.19,278.02,305.36,335.1,507.4,277.23,680.51,163.42
2001-07-31,353.47,497.28,282.93,296.63,386.28,408.65,219.92,643.22,271.31,138.68,289.51,220.62,276.23,671.35,336.58,539.55,83.88,333.14,339.81,318.17,287.76,709.19,566.75,283.52,305.45,336.68,510.44,278.26,685.61,163.36
2001-08-01,349.02,494.0,284.18,294.02,387.6,408.21,215.04,639.81,270.11,138.61,289.49,220.49,279.02,688.54,335.31,540.58,83.82,340.27,337.54,320.52,290.98,715.29,589.25,281.73,306.28,337.12,504.11,280.43,689.04,161.51
2001-08-02,351.43,494.05,284.74,292.57,388.18,408.53,218.2,634.7,273.84,136.45,289.4,219.74,282.32,692.94,335.88,540.69,83.58,335.71,339.19,325.14,289.38,720.01,601.5,283.23,306.56,336.81,510.26,280.99,688.97,159.69
2001-08-03,349.6,498.1,280.67,292.14,389.26,404.98,219.45,634.12,273.51,136.39,289.43,220.4,281.72,695.02,334.4,541.66,83.39,329.9,335.02,325.07,286.26,715.4,593.5,282.77,303.83,336.24,506.95,280.68,687.45,161.2
2001-08-06,345.82,496.06,278.4,289.36,388.33,404.37,213.78,630.83,272.28,137.2,283.06,217.91,276.85,682.3,331.66,538.19,82.94,322.71,333.08,316.82,284.17,705.81,582.58,279.66,302.0,335.16,498.79,277.67,682.09,156.33
2001-08-07,347.55,496.5,282.83,291.13,388.91,403.2,212.35,633.73,270.4,137.24,283.85,216.45,273.25,687.83,332.32,537.44,82.86,321.45,335.24,317.45,284.34,705.04,578.15,279.5,302.67,332.92,503.47,275.12,684.75,160.51
